0.0000000e+00   0.0000000e+00   0.0000000e+00
0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
5.0025000e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
1.0005000e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
1.5007500e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
2.0010000e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
2.0000000e+03   0.0000000e+00   -1.8369702e-16   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
2.0020040e+03   0.0000000e+00   -3.1478307e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
2.0040080e+03   0.0000000e+00   -6.2953148e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
2.0060120e+03   0.0000000e+00   -9.4421057e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
2.0080160e+03   0.0000000e+00   -1.2587857e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
2.0100200e+03   0.0000000e+00   -1.5732223e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
2.0120240e+03   0.0000000e+00   -1.8874856e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
2.0140281e+03   0.0000000e+00   -2.2015411e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
2.0160321e+03   0.0000000e+00   -2.5153542e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
2.0180361e+03   0.0000000e+00   -2.8288904e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
2.0200401e+03   0.0000000e+00   -3.1421151e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
2.0220441e+03   0.0000000e+00   -3.4549939e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
2.0240481e+03   0.0000000e+00   -3.7674922e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
2.0260521e+03   0.0000000e+00   -4.0795758e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
2.0280561e+03   0.0000000e+00   -4.3912102e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
2.0300601e+03   0.0000000e+00   -4.7023611e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
2.0320641e+03   0.0000000e+00   -5.0129943e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
2.0340681e+03   0.0000000e+00   -5.3230755e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
2.0360721e+03   0.0000000e+00   -5.6325707e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
2.0380762e+03   0.0000000e+00   -5.9414457e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
2.0400802e+03   0.0000000e+00   -6.2496666e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
2.0420842e+03   0.0000000e+00   -6.5571993e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
2.0440882e+03   0.0000000e+00   -6.8640101e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
2.0460922e+03   0.0000000e+00   -7.1700652e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
2.0480962e+03   0.0000000e+00   -7.4753308e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
2.0501002e+03   0.0000000e+00   -7.7797734e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
2.0521042e+03   0.0000000e+00   -8.0833594e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
2.0541082e+03   0.0000000e+00   -8.3860555e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
2.0561122e+03   0.0000000e+00   -8.6878282e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
2.0581162e+03   0.0000000e+00   -8.9886444e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
2.0601202e+03   0.0000000e+00   -9.2884709e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
2.0621242e+03   0.0000000e+00   -9.5872748e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
2.0641283e+03   0.0000000e+00   -9.8850230e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
2.0661323e+03   0.0000000e+00   -1.0181683e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
2.0681363e+03   0.0000000e+00   -1.0477222e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
2.0701403e+03   0.0000000e+00   -1.0771607e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
2.0721443e+03   0.0000000e+00   -1.1064807e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
2.0741483e+03   0.0000000e+00   -1.1356788e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
2.0761523e+03   0.0000000e+00   -1.1647519e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
2.0781563e+03   0.0000000e+00   -1.1936967e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
2.0801603e+03   0.0000000e+00   -1.2225101e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
2.0821643e+03   0.0000000e+00   -1.2511889e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
2.0841683e+03   0.0000000e+00   -1.2797299e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
2.0861723e+03   0.0000000e+00   -1.3081301e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
2.0881764e+03   0.0000000e+00   -1.3363862e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
2.0901804e+03   0.0000000e+00   -1.3644952e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
2.0921844e+03   0.0000000e+00   -1.3924540e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
2.0941884e+03   0.0000000e+00   -1.4202594e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
2.0961924e+03   0.0000000e+00   -1.4479085e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
2.0981964e+03   0.0000000e+00   -1.4753981e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
2.1002004e+03   0.0000000e+00   -1.5027253e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
2.1022044e+03   0.0000000e+00   -1.5298871e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
2.1042084e+03   0.0000000e+00   -1.5568804e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
2.1062124e+03   0.0000000e+00   -1.5837023e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
2.1082164e+03   0.0000000e+00   -1.6103498e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
